mmsi,Date,Time,longitude,latitude,sog,cog,heading,vessel_name,imo,call_sign,vessel_type,status,length,width,draft,cargo,transceiver
419636560,2026-03-31,09:21:16,79.14402,8.71982,0.0,169.2,,VIJAY GLORY,,8T5296,40,3.0,10,16.0,10.0,50.0,B
419276364,2026-03-31,08:32:51,85.84224,16.05998,0.0,220.2,144.0,BRAHMAPUTRA TRADER,IMO4344149,,37,,150,,,99.0,B
419743946,2026-03-31,09:36:16,73.25413,19.26088,0.0,52.6,168.0,YAMUNA MATA,IMO4132109,VT2170,31,,100,16.0,,50.0,B
419220300,2026-03-31,10:59:13,76.08263,9.9097,0.0,260.4,,MALABAR III,,,32,,40,16.0,8.4,70.0,B
419086199,2026-03-31,07:57:06,85.08149,14.28327,0.0,250.4,113.0,KONKAN I,IMO4236220,VU4742,36,5.0,200,5.0,3.9,70.0,A
419800852,2026-03-31,20:43:10,79.24954,8.92886,0.0,,,SAGAR MARINER,,VU3850,30,2.0,120,,6.3,,A
419332829,2026-03-31,08:30:41,72.64623,18.36949,0.0,,117.0,SHAKTI II,IMO1675076,,35,,35,14.0,10.4,71.0,A
419123984,2026-03-31,17:45:15,73.61251,15.16743,0.0,16.8,234.0,GANGA II,IMO2224050,ATG487,89,,80,48.0,,52.0,B
419240658,2026-03-31,08:16:44,86.40786,20.59435,0.0,,32.0,OSV BRAHMAPUTRA,,AT4823,37,,20,25.0,,31.0,A
419018780,2026-03-31,08:34:54,92.76336,12.17902,0.0,,37.0,VARUNA I,IMO3925199,AT2951,30,,18,,,36.0,B
419220542,2026-03-31,05:15:19,70.37913,22.67615,0.0,212.7,,OSV KAVERI,,AT7048,53,,180,,1.1,90.0,A
419968519,2026-03-31,11:24:14,73.7481,15.55912,0.0,143.0,107.0,MONSOON EXPRESS,,ATG752,70,,150,6.0,2.0,60.0,B
419205922,2026-03-31,21:34:23,76.45444,9.6928,17.2,78.6,162.0,NEELAM PRIDE,,VU6294,52,2.0,40,4.0,,,A
419133138,2026-03-31,01:28:21,73.272,19.03868,0.0,23.1,,SURYA PIONEER,IMO8158268,ATG640,31,,14,32.0,8.0,,A
419006298,2026-03-31,18:07:31,80.09564,13.11953,0.0,,326.0,KRISHNA III,IMO2342192,ATG221,80,3.0,28,4.0,3.0,,A
419478911,2026-03-31,17:09:02,79.39523,8.96791,0.0,207.1,333.0,JALDOOT,,ATG602,52,0.0,35,,7.7,52.0,A
419050524,2026-03-31,08:53:37,70.1495,18.19743,0.0,199.1,,SAMRAT I,,ATG276,51,,18,,,,A
419376185,2026-03-31,23:07:10,70.24233,23.13111,14.6,63.7,126.0,LAKSHMI II,,VU3392,37,,100,9.0,,,B
419750677,2026-03-31,14:02:26,70.45552,22.54345,0.0,,275.0,RATNA II,IMO7976178,AT9698,65,3.0,28,16.0,,,A
419665686,2026-03-31,06:13:09,88.41355,21.48312,2.5,73.5,,NEELAM TRADER,IMO0742990,ATG296,80,8.0,28,,8.2,30.0,B
419974748,2026-03-31,12:48:49,92.44107,12.02073,0.0,,154.0,VIJAY MATA,IMO5369881,AT9804,37,5.0,180,7.0,7.4,30.0,A
419102627,2026-03-31,01:25:22,78.2111,8.62393,0.0,,183.0,OSV SAMRAT,IMO0574883,ATG418,57,7.0,22,2.0,,30.0,A
419056619,2026-03-31,21:42:56,78.3967,8.57198,17.1,105.4,289.0,VARUNA PRIDE,,,37,,8,48.0,6.9,,A
419136510,2026-03-31,08:24:27,76.46982,9.82738,0.0,141.6,,KONKAN QUEEN,,,40,,16,5.0,,99.0,A
419622219,2026-03-31,00:17:17,76.28112,9.77927,11.9,285.4,157.0,GODAVARI PIONEER,IMO9652138,VT7124,37,,20,5.0,,30.0,A
419622117,2026-03-31,08:37:21,70.39992,17.42028,0.0,153.2,328.0,GODAVARI VOYAGER,IMO2294252,AT1618,36,7.0,180,4.0,,,A
419549147,2026-03-31,16:32:00,76.35881,9.93297,0.0,278.0,,VIJAY III,,8T7344,65,,30,9.0,7.7,31.0,A
419113389,2026-03-31,06:38:03,80.27955,12.72995,0.0,292.3,,LAKSHMI MARINER,IMO6251521,AT6535,37,3.0,100,3.0,8.1,,A
419446717,2026-03-31,16:07:04,72.67399,11.24681,0.0,355.2,202.0,CORAL PRIDE,,VT9999,51,,14,3.0,7.9,70.0,A
419521189,2026-03-31,14:54:46,87.97999,21.43241,11.7,,264.0,OCEAN STAR GLORY,IMO7285759,8T2819,55,0.0,12,,,,A
419248839,2026-03-31,16:27:05,71.27869,16.88637,0.0,329.6,,YAMUNA PRIDE,IMO2868112,VT3885,57,,14,4.0,,99.0,A
419590099,2026-03-31,22:56:51,79.16718,9.20004,0.0,113.6,,KONKAN II,IMO5880705,ATG011,50,,150,4.0,,99.0,B
419425513,2026-03-31,15:31:54,72.88734,18.42088,0.0,307.9,21.0,YAMUNA GLORY,,,30,,100,30.0,10.5,57.0,A
419896933,2026-03-31,12:51:38,74.87259,12.97121,0.0,,220.0,RATNA II,IMO6639792,VT1643,52,,180,3.0,,57.0,B
419028966,2026-03-31,14:55:21,72.60398,19.44694,9.4,290.5,349.0,VIJAY VOYAGER,IMO3584640,VT0388,30,0.0,20,2.0,7.1,,B
419144471,2026-03-31,19:15:19,72.45359,10.68393,0.0,207.1,22.0,SEA QUEEN,IMO2884987,AT5135,37,,60,,2.5,36.0,A
419881164,2026-03-31,01:16:42,74.80439,13.16827,0.0,182.6,240.0,NEELAM EXPRESS,,ATG704,55,1.0,8,44.0,,50.0,A
419028262,2026-03-31,12:41:42,74.47371,12.70012,0.0,310.4,,VIJAY STAR,,VT0079,52,5.0,20,7.0,13.5,60.0,A
419979412,2026-03-31,05:15:00,72.57249,10.93519,10.6,54.4,,VISHAL PIONEER,,AT2240,50,,300,48.0,3.2,,A
419034686,2026-03-31,03:36:44,92.66987,11.25813,2.7,161.5,,OSV BRAHMAPUTRA,IMO3662195,8T9005,32,,30,2.0,7.2,90.0,A
419073971,2026-03-31,06:53:59,72.56118,10.52769,0.0,,289.0,CORAL DEVI,,,38,5.0,300,,,31.0,B
419170744,2026-03-31,08:54:56,80.01576,13.4866,0.0,,67.0,LAKSHMI STAR,,8T4120,32,,60,,5.7,71.0,A
419513276,2026-03-31,02:52:21,87.99009,21.68214,0.0,97.3,354.0,SAGAR STAR,,VT5891,40,,120,,,90.0,A
419478686,2026-03-31,04:37:13,74.48527,12.82762,0.0,112.3,,TARA III,IMO7499216,VT6983,37,,200,,,37.0,B
419647082,2026-03-31,04:16:10,74.69613,13.17928,0.0,,86.0,SHIVA STAR,IMO5503300,,32,,22,,13.4,70.0,A
419088991,2026-03-31,04:25:01,74.45159,12.84372,0.0,,321.0,KAVERI GLORY,IMO9897906,,36,7.0,12,34.0,13.5,30.0,B
419984336,2026-03-31,04:19:23,69.23296,17.66904,0.0,188.4,,SAMUDRA VOYAGER,IMO9420340,,40,3.0,22,10.0,1.4,70.0,A
419494667,2026-03-31,05:23:54,92.76064,11.11459,0.0,291.6,,INDRA EXPRESS,IMO9402620,8T1745,52,2.0,35,,6.1,36.0,B
419004129,2026-03-31,03:26:52,84.41847,15.18004,0.0,197.6,,MALABAR,,ATG100,57,,22,3.0,6.1,33.0,B
419271012,2026-03-31,07:18:00,86.20502,13.88146,16.7,24.7,,KONKAN,IMO6653446,AT2276,36,,28,,,50.0,A
419734724,2026-03-31,08:33:05,77.89984,9.02666,0.0,58.7,,VISHAL EXPLORER,IMO0866656,VU4197,31,,60,,,57.0,A
419290350,2026-03-31,01:19:44,80.54502,13.44612,5.5,,64.0,KRISHNA I,,ATG821,69,2.0,200,,,33.0,B
419206441,2026-03-31,04:30:16,70.19306,23.21026,0.0,191.2,,BRAHMAPUTRA MARINER,IMO8218849,8T0664,37,0.0,14,,3.3,50.0,A
419123016,2026-03-31,01:51:19,76.21674,10.09638,0.0,178.8,,KAVERI QUEEN,,VT9789,37,,10,4.0,,36.0,B
419131719,2026-03-31,16:59:22,72.23647,10.94382,13.5,318.2,,MEENA MATA,,AT7855,51,,12,,5.3,,A
419728878,2026-03-31,00:07:33,83.329,17.92351,0.0,,54.0,OCEAN STAR DEVI,IMO2239964,VT8375,40,3.0,50,,12.2,90.0,A
419855780,2026-03-31,00:32:10,73.97088,15.30414,0.0,76.8,95.0,SAGAR EXPLORER,IMO6857467,,60,,35,4.0,9.6,,A
419215016,2026-03-31,10:51:24,78.90265,8.93304,0.0,71.1,332.0,VARUNA PRINCE,IMO1983924,AT8130,36,0.0,14,20.0,,,A
419215167,2026-03-31,13:16:45,72.99133,11.07145,12.6,256.6,,KRISHNA II,,VT4764,51,2.0,150,,2.5,60.0,A
419281775,2026-03-31,03:35:08,73.90905,15.50537,0.0,122.9,,SEA QUEEN GLORY,,VT2446,52,,50,25.0,1.5,31.0,A
419087156,2026-03-31,09:35:47,72.99593,10.88455,13.5,239.2,50.0,GANGA QUEEN,IMO4148572,VU9254,37,,40,,,,B
419664207,2026-03-31,23:45:51,68.93145,17.54958,0.0,339.4,,INDRA PIONEER,IMO3868790,VT4886,37,,18,3.0,,37.0,A
419892739,2026-03-31,15:13:23,72.4619,11.26559,15.4,,160.0,SHAKTI I,IMO8977554,VT9038,52,5.0,18,30.0,,,A
419022271,2026-03-31,03:52:28,72.86411,11.16873,11.7,153.3,251.0,ANAND PIONEER,,8T6983,32,0.0,14,,,90.0,A
419269801,2026-03-31,09:41:23,73.74727,15.38851,1.4,,230.0,TUG TARA,,VT5004,70,,18,,,52.0,A
419729476,2026-03-31,08:47:55,69.16688,15.51599,10.1,272.2,31.0,JALDOOT VOYAGER,,8T3272,37,,12,,2.5,,A
419960266,2026-03-31,16:28:38,77.95299,8.64868,0.0,128.1,250.0,GANGA GLORY,IMO8864067,ATG020,55,,300,5.0,11.5,30.0,A
419543904,2026-03-31,09:25:53,86.70935,20.58971,0.0,125.4,105.0,SURYA I,,AT5019,80,,28,,9.5,99.0,B
419884393,2026-03-31,08:56:31,73.95988,15.24732,0.0,213.1,275.0,NEELAM III,,AT4129,40,0.0,30,44.0,,70.0,A
419123763,2026-03-31,02:44:23,83.14736,17.54719,0.0,138.2,,BRAHMAPUTRA III,IMO2671317,ATG264,40,,250,32.0,6.0,,B
419617300,2026-03-31,20:47:32,86.91555,20.41189,0.0,314.8,97.0,NEELAM VOYAGER,,AT3219,31,1.0,250,3.0,,57.0,A
419792542,2026-03-31,05:34:56,84.7088,15.00516,0.0,252.1,,KRISHNA DEVI,IMO6769333,8T9865,53,1.0,180,3.0,,,A
419085858,2026-03-31,19:18:41,73.55308,15.59329,13.9,255.7,,PEARL DEVI,,VU5435,30,7.0,150,18.0,3.0,50.0,A
419825624,2026-03-31,16:16:58,73.80339,15.39671,0.0,232.5,,VARUNA QUEEN,IMO0966270,,36,8.0,30,,5.5,31.0,A
419003910,2026-03-31,03:04:22,86.83411,20.12193,0.0,48.4,237.0,LAKSHMI I,,,80,,80,3.0,4.5,,A
419762643,2026-03-31,19:08:27,92.11767,11.42479,5.9,62.4,46.0,NEELAM III,,VU6109,37,5.0,12,20.0,,52.0,A
419137277,2026-03-31,23:58:29,69.92983,17.07008,0.0,151.9,,MATSYA PRIDE,IMO7551887,,33,,80,44.0,3.4,33.0,A
419483744,2026-03-31,09:43:58,69.91902,22.99621,0.0,286.5,,LAKSHMI QUEEN,,8T5362,37,8.0,10,10.0,,,A
419009538,2026-03-31,12:16:39,88.34353,21.45036,0.0,140.7,,SAGAR EXPRESS,IMO1460476,AT3788,51,5.0,60,3.0,,,A
419646726,2026-03-31,08:30:49,80.62106,13.43969,0.0,,44.0,SAMRAT I,IMO2772910,AT5078,60,8.0,22,16.0,12.0,30.0,A
419746983,2026-03-31,07:41:32,72.77804,18.92966,3.8,,61.0,MONSOON PRIDE,IMO7941908,8T6538,31,,10,18.0,3.6,,A
419898760,2026-03-31,11:27:56,72.87853,11.01014,0.0,205.5,,JALDOOT PRIDE,IMO1867066,VT1629,30,0.0,150,40.0,,,B
419827182,2026-03-31,15:14:37,93.02336,12.15893,0.0,166.9,3.0,SAMUDRA QUEEN,,VT3983,60,,22,14.0,,30.0,A
419996706,2026-03-31,21:48:07,73.94172,15.52016,0.0,,271.0,DURGA TRADER,IMO3021781,8T0664,99,,30,48.0,,30.0,A
419928150,2026-03-31,07:16:16,84.34331,15.82413,0.0,148.4,,NAVRATNA I,IMO1726282,ATG824,35,,30,2.0,1.2,,A
419927411,2026-03-31,15:15:12,86.71464,20.24609,2.0,309.0,241.0,KAMAL STAR,IMO3917026,AT4435,31,,200,7.0,,,A
419120424,2026-03-31,05:54:33,88.07626,21.49915,0.0,337.9,114.0,MATSYA GLORY,,VT3967,36,0.0,28,9.0,,80.0,A
419536481,2026-03-31,19:23:53,79.36733,9.17386,0.0,,359.0,PRIYA III,,ATG738,70,7.0,300,18.0,,36.0,A
419679986,2026-03-31,10:19:45,86.70703,20.04054,10.2,,,PSV VISHAL,IMO6226992,,31,8.0,60,40.0,,52.0,B
419929983,2026-03-31,07:50:24,76.18648,9.98171,17.5,255.6,95.0,TUG RATNA,,8T4931,57,7.0,100,,8.5,33.0,A
419014407,2026-03-31,14:31:24,73.8982,15.52016,0.0,266.8,,YAMUNA MARINER,,8T7528,53,,150,44.0,,52.0,A
419405920,2026-03-31,18:52:52,73.58928,15.3521,10.3,357.5,,PEARL STAR,IMO9805682,VT7530,36,,50,,6.4,57.0,A
419043474,2026-03-31,04:23:16,93.25724,11.38159,11.8,237.7,207.0,KAVERI QUEEN,,AT0361,30,,18,3.0,,99.0,A
419938733,2026-03-31,16:44:03,72.47062,18.70792,0.0,99.0,,GANGA GLORY,IMO8623510,ATG651,57,,80,48.0,,,A
419732895,2026-03-31,02:51:23,76.48296,9.88012,0.0,200.9,0.0,VAYU VOYAGER,IMO7449653,VT6077,40,0.0,8,40.0,11.4,37.0,A
419184039,2026-03-31,19:52:36,73.77378,15.19886,12.3,141.7,20.0,JALDOOT EXPLORER,IMO4078802,VU9516,37,,300,44.0,3.5,80.0,A
419039744,2026-03-31,00:45:08,82.89274,17.70578,13.8,175.4,,TUG SAGAR,IMO1991843,,99,,16,18.0,,60.0,A
419526321,2026-03-31,04:03:26,86.50669,20.23229,0.0,52.8,,MATSYA PIONEER,IMO4708231,VT4619,52,,22,40.0,12.0,,A
419623596,2026-03-31,00:06:03,77.93272,9.03573,0.0,5.9,,KAMAL EXPLORER,,VT6306,30,8.0,8,16.0,,31.0,A
419409891,2026-03-31,00:23:55,79.25542,9.05198,0.0,289.9,14.0,BRAHMAPUTRA QUEEN,IMO7597953,8T2600,31,,50,3.0,13.1,,A
419544920,2026-03-31,11:36:54,76.26298,9.9841,0.0,81.0,285.0,SEA QUEEN EXPLORER,,VU4456,40,8.0,18,,5.6,70.0,A
419660361,2026-03-31,15:17:30,79.15383,8.88576,0.0,161.6,,MALABAR II,,VT5301,37,,200,4.0,11.1,30.0,B
419905224,2026-03-31,11:00:12,70.0264,22.74529,0.0,20.4,,GODAVARI GLORY,IMO5719189,ATG469,37,3.0,40,5.0,3.4,70.0,B
419768057,2026-03-31,01:47:25,72.99506,11.27646,12.5,288.4,135.0,SAMRAT QUEEN,,ATG733,30,,16,44.0,,36.0,A
419440282,2026-03-31,11:43:46,74.68687,12.69832,14.5,,334.0,RATNA QUEEN,,AT2023,32,2.0,14,10.0,1.0,36.0,A
419844234,2026-03-31,18:00:33,88.17022,21.68372,0.0,287.8,,BRAHMAPUTRA STAR,IMO0756999,,37,,14,2.0,,36.0,A
419262277,2026-03-31,17:01:08,82.91035,17.463,0.0,343.7,,LAKSHMI PRINCE,IMO0360595,8T4241,30,,300,,2.7,,A
419758267,2026-03-31,15:18:02,73.45145,15.4915,0.0,5.0,207.0,PEARL TRADER,IMO1497459,8T3183,38,,150,,,,A
419498609,2026-03-31,22:34:53,68.54262,17.9416,0.0,51.4,223.0,RAJHANS TRADER,IMO1212898,VT1594,31,,22,10.0,9.7,57.0,A
419239847,2026-03-31,10:55:44,73.83218,15.6837,6.1,268.7,,INDRA PRINCE,IMO8705841,VT6134,57,,40,12.0,,,A
419058679,2026-03-31,09:48:22,86.43496,20.50775,0.0,,227.0,NAVRATNA I,IMO2616620,,37,7.0,30,25.0,6.1,,B
419655575,2026-03-31,03:38:10,85.41078,14.01644,0.0,18.8,172.0,INDRA MARINER,IMO5166545,,60,,28,10.0,,37.0,A
419386860,2026-03-31,18:39:42,72.85647,11.1692,0.0,,209.0,MATSYA STAR,IMO8602050,8T3094,70,1.0,250,40.0,,99.0,B
419797245,2026-03-31,05:33:55,86.5538,20.02666,0.0,,237.0,SHIVA MARINER,IMO0957394,AT9802,55,8.0,300,44.0,,99.0,A
419158925,2026-03-31,18:57:14,75.91054,10.15492,0.0,55.3,,NAVRATNA PRIDE,IMO9514186,8T2308,52,,16,44.0,,80.0,A
419196233,2026-03-31,06:07:41,86.21049,14.78809,6.5,,84.0,KAMAL PRINCE,,VU0662,60,,200,4.0,,,B
419882426,2026-03-31,13:10:23,79.14859,9.03788,0.0,,120.0,OM III,IMO8902237,8T0065,52,,300,34.0,,60.0,B
419795417,2026-03-31,15:19:04,83.32468,17.5511,0.0,303.4,236.0,SHIVA I,IMO4589626,VU8488,37,,100,,,52.0,A
419961219,2026-03-31,01:00:51,87.82057,21.46699,0.0,55.7,276.0,VAYU MATA,IMO0706690,VT7923,37,,150,34.0,,36.0,B
419649703,2026-03-31,11:30:42,72.80229,18.939,0.0,358.7,,RATNA III,IMO3155505,VT5218,30,,250,9.0,9.9,30.0,B
419831141,2026-03-31,11:14:04,70.4542,18.35292,0.0,,,SHAKTI III,,8T9109,35,,60,44.0,,36.0,A
419456844,2026-03-31,15:00:03,84.88033,15.22351,0.0,294.9,,YAMUNA STAR,IMO7378315,ATG572,60,,250,6.0,,,A
419029158,2026-03-31,13:24:32,70.4276,17.48567,0.0,81.6,,MALABAR TRADER,IMO9660734,ATG746,53,,35,48.0,,71.0,B
419161705,2026-03-31,00:28:40,84.23077,16.19268,12.0,203.2,,KRISHNA TRADER,IMO6094837,AT0292,31,,250,,,,A
419509962,2026-03-31,04:14:39,86.56398,20.08203,8.3,356.3,39.0,RATNA TRADER,,VT2223,99,,120,3.0,,52.0,A
419759017,2026-03-31,16:28:09,88.25853,21.46192,5.0,43.3,315.0,SURYA GLORY,,AT6426,36,0.0,40,9.0,2.6,70.0,A
419695592,2026-03-31,23:16:42,73.67538,15.56119,0.0,107.5,,JALDOOT VOYAGER,,AT5134,83,,25,34.0,,60.0,A
419473314,2026-03-31,13:09:02,76.31745,10.08873,6.7,,76.0,RAJHANS GLORY,IMO7953120,8T5437,31,,50,5.0,,50.0,A
419187314,2026-03-31,07:30:17,86.95682,20.1772,4.5,173.2,323.0,JALDOOT II,IMO1096856,AT7068,60,0.0,50,40.0,,31.0,A
419230600,2026-03-31,06:43:27,73.75132,15.26101,0.0,327.5,,VAYU III,,ATG670,32,1.0,25,,8.1,99.0,A
419382222,2026-03-31,10:07:01,72.52853,19.53946,0.0,66.3,190.0,OCEAN STAR I,IMO1348433,VU3252,52,,14,8.0,10.2,,A
419523428,2026-03-31,14:33:13,76.26565,10.13249,0.0,62.4,220.0,RAJHANS PIONEER,,ATG349,36,,35,7.0,11.4,,A
419266559,2026-03-31,02:24:54,76.13405,10.10842,0.0,314.0,,OM PIONEER,,8T5247,37,,40,,9.3,60.0,A
419298532,2026-03-31,10:32:43,74.90299,13.14647,0.0,107.2,41.0,MONSOON PRINCE,IMO8354346,8T6390,37,,40,34.0,,36.0,B
419161538,2026-03-31,03:01:58,70.21527,23.39694,3.5,31.8,,OM QUEEN,IMO0148967,VT8264,37,,16,,6.0,90.0,B
419625429,2026-03-31,23:02:26,73.62792,15.65547,0.0,330.1,55.0,RAJHANS MARINER,,8T4811,55,,300,,8.1,52.0,A
419683353,2026-03-31,21:50:53,70.08963,22.60488,0.0,,,TARA PRINCE,,AT3767,36,,25,,,,A
419101679,2026-03-31,07:52:58,73.34045,19.54277,1.6,3.8,,GANGA I,IMO2028866,ATG801,52,,22,12.0,,37.0,A
419484203,2026-03-31,11:37:24,73.86722,15.40528,0.0,,302.0,TARA VOYAGER,IMO1171321,AT0247,71,0.0,100,,2.1,,B
419452719,2026-03-31,07:45:34,85.53023,14.92931,0.0,309.6,36.0,SHIVA MARINER,IMO1619423,VT5401,57,3.0,30,8.0,,71.0,A
419684552,2026-03-31,11:45:59,73.89376,15.54359,0.0,50.0,,RAJHANS TRADER,IMO5669489,8T3005,30,1.0,200,14.0,,52.0,A
419842271,2026-03-31,16:35:27,73.90625,15.39252,0.0,9.3,4.0,MATSYA III,IMO0686240,8T7100,52,8.0,180,3.0,,31.0,B
419207623,2026-03-31,18:15:32,93.14422,11.14606,0.0,82.5,92.0,PSV OM,,VU5999,32,5.0,25,4.0,10.4,,A
419511350,2026-03-31,11:26:51,74.01621,15.73031,0.0,275.7,,VARUNA III,IMO5780978,VU8010,30,5.0,28,14.0,2.0,90.0,B
419144786,2026-03-31,16:32:04,75.97734,10.18027,0.0,230.9,312.0,SHIVA,IMO3789121,8T7436,37,,30,14.0,,90.0,B
419408429,2026-03-31,00:01:26,79.15796,9.06165,0.0,129.3,,MEENA EXPLORER,,VU7457,37,0.0,30,6.0,2.2,71.0,A
419980253,2026-03-31,23:07:13,72.82469,18.68642,0.0,,151.0,VISHAL VOYAGER,IMO0842324,AT8004,37,1.0,16,12.0,5.1,99.0,A
419585574,2026-03-31,21:17:51,71.00229,16.65252,10.1,5.4,188.0,NEELAM STAR,IMO5945231,8T2863,36,0.0,16,44.0,,70.0,B
419217429,2026-03-31,05:03:17,78.95221,8.71587,0.0,325.8,,YAMUNA DEVI,IMO0632503,,70,3.0,100,3.0,,30.0,A
419619019,2026-03-31,08:42:53,88.2452,21.36932,8.8,30.5,,BRAHMAPUTRA PRIDE,,,33,7.0,300,,,,A
419079923,2026-03-31,00:01:01,76.33617,10.11778,0.0,267.4,,NAVRATNA II,,ATG437,37,,14,44.0,10.5,,A
419177666,2026-03-31,12:22:42,72.81512,18.56215,16.1,24.1,294.0,GODAVARI DEVI,IMO6190223,,31,1.0,200,34.0,6.5,99.0,A
419353223,2026-03-31,17:42:19,69.85531,22.85574,15.6,294.7,,SHIVA II,,8T4300,37,,22,,10.7,90.0,A
419313246,2026-03-31,12:32:44,86.89602,20.38846,0.0,45.6,,KAVERI DEVI,,AT3820,31,1.0,25,,11.0,52.0,A
419673512,2026-03-31,17:45:43,74.01584,15.31779,0.0,,344.0,OM PRIDE,,AT9622,74,,150,,11.4,52.0,A
419069296,2026-03-31,11:54:19,78.36525,9.00729,0.0,,,NEELAM VOYAGER,IMO9793442,,52,,50,,,,B
419804579,2026-03-31,16:52:50,78.96973,8.78216,0.0,165.2,,JALDOOT STAR,IMO3720945,,31,8.0,60,2.0,6.1,,B
419630112,2026-03-31,05:31:03,72.30881,19.48898,0.0,181.2,,YAMUNA PRINCE,IMO3679608,8T9671,57,3.0,30,48.0,8.6,,B
419208564,2026-03-31,20:41:22,93.1405,11.0624,0.0,274.8,,LAKSHMI II,,ATG175,37,,300,48.0,12.0,,B
419044104,2026-03-31,02:14:12,76.1434,9.68832,0.0,27.3,169.0,DURGA PRINCE,IMO7558030,VT1685,52,8.0,14,,6.6,,B
419027169,2026-03-31,19:11:30,92.34505,11.77501,12.6,33.6,199.0,AGNI II,IMO7675983,VU6170,60,,30,34.0,3.4,60.0,A
419657285,2026-03-31,08:59:23,77.99848,8.59365,0.0,101.6,337.0,OM VOYAGER,IMO1584668,VU0302,37,,18,25.0,10.4,,A
419451502,2026-03-31,11:38:54,70.64339,23.01786,0.0,1.6,,OM STAR,IMO0738277,VT1842,30,7.0,80,48.0,5.9,70.0,B
419121024,2026-03-31,05:07:36,73.74332,15.55508,0.0,125.5,,OCEAN STAR PRIDE,IMO9971659,ATG676,90,5.0,180,18.0,3.9,37.0,B
419522426,2026-03-31,13:16:19,73.57017,15.42534,0.0,301.5,132.0,TUG KONKAN,IMO7360157,8T1150,51,1.0,40,6.0,1.4,52.0,B
419347597,2026-03-31,20:15:16,69.45593,16.10992,0.0,,307.0,SAMRAT II,IMO6386643,VT3172,36,8.0,16,32.0,5.9,,A
419724000,2026-03-31,23:57:02,73.84844,15.47766,1.6,284.3,301.0,PRIYA DEVI,IMO6303356,VU6930,57,,10,3.0,,36.0,B
419810480,2026-03-31,06:18:59,83.03451,18.08592,0.0,23.2,,OSV NEELAM,,VU7661,51,,40,7.0,,90.0,A
419681594,2026-03-31,16:42:24,70.80731,18.44418,0.0,328.0,45.0,YAMUNA EXPRESS,,ATG397,37,,16,5.0,,,B
419376501,2026-03-31,14:45:54,79.31405,8.95628,1.8,,,MONSOON EXPRESS,,AT0162,40,,18,40.0,6.3,,B
419093761,2026-03-31,14:23:16,84.56178,14.47459,0.0,166.9,,GODAVARI VOYAGER,IMO7726597,VT8385,40,,8,,12.8,90.0,A
419578939,2026-03-31,02:32:51,86.8718,13.91723,15.5,126.3,272.0,KRISHNA MATA,,,52,,8,44.0,,33.0,B
419875703,2026-03-31,23:23:41,72.48541,18.51956,0.0,122.3,329.0,PSV ANAND,IMO0695222,VU6931,60,,18,3.0,,,A
419266249,2026-03-31,16:25:43,78.32556,8.73174,0.0,251.0,353.0,PEARL PIONEER,IMO7406873,AT4534,52,,25,18.0,,,A
419834834,2026-03-31,20:26:45,72.95182,10.68291,6.4,,253.0,KAMAL VOYAGER,,,89,,100,30.0,,36.0,A
419983443,2026-03-31,15:40:42,86.59956,15.57153,0.0,,,SEA QUEEN QUEEN,IMO6720073,8T3907,37,,80,,8.4,,A
419380162,2026-03-31,12:11:59,86.54804,20.19581,0.0,107.9,336.0,BRAHMAPUTRA EXPRESS,IMO2794337,AT3111,40,2.0,35,40.0,13.4,50.0,B
419428662,2026-03-31,12:31:21,70.06348,22.55111,0.0,199.4,178.0,TRISHUL I,IMO1935117,AT5553,80,,50,6.0,7.8,57.0,B
419461215,2026-03-31,17:19:01,78.28315,8.70391,0.0,273.9,51.0,KAMAL III,IMO7620990,VU1963,37,,22,44.0,12.9,,A
419505998,2026-03-31,05:12:02,70.53154,15.87513,13.0,,,KAMAL MATA,IMO4851420,,36,,40,12.0,11.7,,A
419134275,2026-03-31,13:30:38,80.3851,13.07325,0.0,105.4,,KAVERI MARINER,,AT3102,33,,14,48.0,1.2,70.0,B
419926517,2026-03-31,07:46:40,79.40511,9.00554,0.0,267.6,250.0,RAJHANS EXPRESS,,AT7376,51,,8,16.0,7.4,30.0,A
419599153,2026-03-31,02:03:22,74.45621,12.79068,0.0,47.1,266.0,YAMUNA MARINER,IMO0295867,VT3040,37,,20,10.0,,37.0,B
419236881,2026-03-31,01:37:32,70.24946,22.74359,0.0,,160.0,VAYU MARINER,,,36,3.0,120,7.0,4.0,,A
419681636,2026-03-31,00:19:44,74.85054,12.9392,1.5,356.4,307.0,KRISHNA DEVI,,VT0521,55,,14,,12.4,52.0,B
419508951,2026-03-31,06:33:52,74.67279,12.60385,0.0,,155.0,OM STAR,IMO5561927,VT3771,79,,16,20.0,5.4,80.0,A
419783055,2026-03-31,18:00:04,74.77668,12.65907,15.3,,23.0,VARUNA EXPLORER,IMO4466276,VU0411,32,,14,12.0,9.4,37.0,A
419968636,2026-03-31,09:32:11,83.16064,17.97338,6.8,,11.0,NEELAM,,ATG936,40,,12,16.0,,,B
419127065,2026-03-31,21:47:01,74.99471,12.63865,0.0,208.4,231.0,AGNI MATA,,,38,1.0,150,18.0,11.6,71.0,B
419849749,2026-03-31,22:21:57,80.15258,13.18021,0.0,38.3,142.0,MONSOON PIONEER,IMO1898106,,37,,250,14.0,,,A
419975572,2026-03-31,15:05:18,70.3088,23.09668,0.0,,108.0,RAJHANS I,,VU0130,52,,80,16.0,9.5,52.0,A
